"TestIndex","TestId","ManifoldId","Run","Pass","Symbol","MarketGroup","Segment","FromDate","ToDate","SetFile","Report","ExpectedReport","IsUS100"
"128","0128_RUN1_Pass3156_US30_VAL","RUN1_Pass3156","RUN1","3156","US30","Indices","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass3156.set","reports\expanded_basket\US30_D1StopLossSplit_RUN1_Pass3156_VAL_20120101_20180101.xml","reports\expanded_basket\US30_D1StopLossSplit_RUN1_Pass3156_VAL_20120101_20180101.xml.htm","False"
"129","0129_RUN1_Pass3156_US30_OOS","RUN1_Pass3156","RUN1","3156","US30","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN1_Pass3156.set","reports\expanded_basket\US30_D1StopLossSplit_RUN1_Pass3156_OOS_20180101_20260531.xml","reports\expanded_basket\US30_D1StopLossSplit_RUN1_Pass3156_OOS_20180101_20260531.xml.htm","False"
"130","0130_RUN1_Pass3156_US100_VAL","RUN1_Pass3156","RUN1","3156","US100","Indices","VAL","2014.09.15","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass3156.set","reports\expanded_basket\US100_D1StopLossSplit_RUN1_Pass3156_VAL_20140915_20180101.xml","reports\expanded_basket\US100_D1StopLossSplit_RUN1_Pass3156_VAL_20140915_20180101.xml.htm","True"
"131","0131_RUN1_Pass3156_US100_OOS","RUN1_Pass3156","RUN1","3156","US100","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN1_Pass3156.set","reports\expanded_basket\US100_D1StopLossSplit_RUN1_Pass3156_OOS_20180101_20260531.xml","reports\expanded_basket\US100_D1StopLossSplit_RUN1_Pass3156_OOS_20180101_20260531.xml.htm","True"
"132","0132_RUN1_Pass3156_UK100_IS","RUN1_Pass3156","RUN1","3156","UK100","Indices","IS","2008.06.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass3156.set","reports\expanded_basket\UK100_D1StopLossSplit_RUN1_Pass3156_IS_20080601_20120101.xml","reports\expanded_basket\UK100_D1StopLossSplit_RUN1_Pass3156_IS_20080601_20120101.xml.htm","False"
"133","0133_RUN1_Pass3156_UK100_VAL","RUN1_Pass3156","RUN1","3156","UK100","Indices","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass3156.set","reports\expanded_basket\UK100_D1StopLossSplit_RUN1_Pass3156_VAL_20120101_20180101.xml","reports\expanded_basket\UK100_D1StopLossSplit_RUN1_Pass3156_VAL_20120101_20180101.xml.htm","False"
"134","0134_RUN1_Pass3156_UK100_OOS","RUN1_Pass3156","RUN1","3156","UK100","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN1_Pass3156.set","reports\expanded_basket\UK100_D1StopLossSplit_RUN1_Pass3156_OOS_20180101_20260531.xml","reports\expanded_basket\UK100_D1StopLossSplit_RUN1_Pass3156_OOS_20180101_20260531.xml.htm","False"
"135","0135_RUN1_Pass3156_USOIL_IS","RUN1_Pass3156","RUN1","3156","USOIL","Energy","IS","2005.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass3156.set","reports\expanded_basket\USOIL_D1StopLossSplit_RUN1_Pass3156_IS_20050101_20120101.xml","reports\expanded_basket\USOIL_D1StopLossSplit_RUN1_Pass3156_IS_20050101_20120101.xml.htm","False"
"136","0136_RUN1_Pass3156_USOIL_VAL","RUN1_Pass3156","RUN1","3156","USOIL","Energy","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass3156.set","reports\expanded_basket\USOIL_D1StopLossSplit_RUN1_Pass3156_VAL_20120101_20180101.xml","reports\expanded_basket\USOIL_D1StopLossSplit_RUN1_Pass3156_VAL_20120101_20180101.xml.htm","False"
"137","0137_RUN1_Pass3156_USOIL_OOS","RUN1_Pass3156","RUN1","3156","USOIL","Energy","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN1_Pass3156.set","reports\expanded_basket\USOIL_D1StopLossSplit_RUN1_Pass3156_OOS_20180101_20260531.xml","reports\expanded_basket\USOIL_D1StopLossSplit_RUN1_Pass3156_OOS_20180101_20260531.xml.htm","False"
"138","0138_RUN1_Pass3156_UKOIL_IS","RUN1_Pass3156","RUN1","3156","UKOIL","Energy","IS","2005.04.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass3156.set","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN1_Pass3156_IS_20050401_20120101.xml","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN1_Pass3156_IS_20050401_20120101.xml.htm","False"
"139","0139_RUN1_Pass3156_UKOIL_VAL","RUN1_Pass3156","RUN1","3156","UKOIL","Energy","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass3156.set","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN1_Pass3156_VAL_20120101_20180101.xml","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN1_Pass3156_VAL_20120101_20180101.xml.htm","False"
"140","0140_RUN1_Pass3156_UKOIL_OOS","RUN1_Pass3156","RUN1","3156","UKOIL","Energy","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN1_Pass3156.set","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN1_Pass3156_OOS_20180101_20260531.xml","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN1_Pass3156_OOS_20180101_20260531.xml.htm","False"
"141","0141_RUN2_Pass5456_EURUSD_IS","RUN2_Pass5456","RUN2","5456","EURUSD","FX","IS","2000.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass5456_IS_20000101_20120101.xml","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass5456_IS_20000101_20120101.xml.htm","False"
"142","0142_RUN2_Pass5456_EURUSD_VAL","RUN2_Pass5456","RUN2","5456","EURUSD","FX","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass5456_VAL_20120101_20180101.xml","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass5456_VAL_20120101_20180101.xml.htm","False"
"143","0143_RUN2_Pass5456_EURUSD_OOS","RUN2_Pass5456","RUN2","5456","EURUSD","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml.htm","False"
"144","0144_RUN2_Pass5456_GBPUSD_IS","RUN2_Pass5456","RUN2","5456","GBPUSD","FX","IS","2000.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass5456_IS_20000101_20120101.xml","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass5456_IS_20000101_20120101.xml.htm","False"
"145","0145_RUN2_Pass5456_GBPUSD_VAL","RUN2_Pass5456","RUN2","5456","GBPUSD","FX","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass5456_VAL_20120101_20180101.xml","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass5456_VAL_20120101_20180101.xml.htm","False"
"146","0146_RUN2_Pass5456_GBPUSD_OOS","RUN2_Pass5456","RUN2","5456","GBPUSD","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml.htm","False"
"147","0147_RUN2_Pass5456_USDJPY_IS","RUN2_Pass5456","RUN2","5456","USDJPY","FX","IS","2000.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass5456_IS_20000101_20120101.xml","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass5456_IS_20000101_20120101.xml.htm","False"
"148","0148_RUN2_Pass5456_USDJPY_VAL","RUN2_Pass5456","RUN2","5456","USDJPY","FX","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass5456_VAL_20120101_20180101.xml","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass5456_VAL_20120101_20180101.xml.htm","False"
"149","0149_RUN2_Pass5456_USDJPY_OOS","RUN2_Pass5456","RUN2","5456","USDJPY","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml.htm","False"
"150","0150_RUN2_Pass5456_EURJPY_IS","RUN2_Pass5456","RUN2","5456","EURJPY","FX","IS","2000.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass5456_IS_20000101_20120101.xml","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass5456_IS_20000101_20120101.xml.htm","False"
"151","0151_RUN2_Pass5456_EURJPY_VAL","RUN2_Pass5456","RUN2","5456","EURJPY","FX","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass5456_VAL_20120101_20180101.xml","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass5456_VAL_20120101_20180101.xml.htm","False"
"152","0152_RUN2_Pass5456_EURJPY_OOS","RUN2_Pass5456","RUN2","5456","EURJPY","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml.htm","False"
"153","0153_RUN2_Pass5456_XAUUSD_IS","RUN2_Pass5456","RUN2","5456","XAUUSD","Metals","IS","2006.04.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass5456_IS_20060401_20120101.xml","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass5456_IS_20060401_20120101.xml.htm","False"
"154","0154_RUN2_Pass5456_XAUUSD_VAL","RUN2_Pass5456","RUN2","5456","XAUUSD","Metals","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass5456_VAL_20120101_20180101.xml","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass5456_VAL_20120101_20180101.xml.htm","False"
"155","0155_RUN2_Pass5456_XAUUSD_OOS","RUN2_Pass5456","RUN2","5456","XAUUSD","Metals","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml.htm","False"
"156","0156_RUN2_Pass5456_XAGUSD_IS","RUN2_Pass5456","RUN2","5456","XAGUSD","Metals","IS","2006.04.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN2_Pass5456_IS_20060401_20120101.xml","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN2_Pass5456_IS_20060401_20120101.xml.htm","False"
"157","0157_RUN2_Pass5456_XAGUSD_VAL","RUN2_Pass5456","RUN2","5456","XAGUSD","Metals","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN2_Pass5456_VAL_20120101_20180101.xml","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN2_Pass5456_VAL_20120101_20180101.xml.htm","False"
"158","0158_RUN2_Pass5456_XAGUSD_OOS","RUN2_Pass5456","RUN2","5456","XAGUSD","Metals","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml.htm","False"
"159","0159_RUN2_Pass5456_US500_IS","RUN2_Pass5456","RUN2","5456","US500","Indices","IS","2005.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\US500_D1StopLossSplit_RUN2_Pass5456_IS_20050101_20120101.xml","reports\expanded_basket\US500_D1StopLossSplit_RUN2_Pass5456_IS_20050101_20120101.xml.htm","False"
"160","0160_RUN2_Pass5456_US500_VAL","RUN2_Pass5456","RUN2","5456","US500","Indices","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\US500_D1StopLossSplit_RUN2_Pass5456_VAL_20120101_20180101.xml","reports\expanded_basket\US500_D1StopLossSplit_RUN2_Pass5456_VAL_20120101_20180101.xml.htm","False"
"161","0161_RUN2_Pass5456_US500_OOS","RUN2_Pass5456","RUN2","5456","US500","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\US500_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml","reports\expanded_basket\US500_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml.htm","False"
"162","0162_RUN2_Pass5456_US30_IS","RUN2_Pass5456","RUN2","5456","US30","Indices","IS","2005.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\US30_D1StopLossSplit_RUN2_Pass5456_IS_20050101_20120101.xml","reports\expanded_basket\US30_D1StopLossSplit_RUN2_Pass5456_IS_20050101_20120101.xml.htm","False"
"163","0163_RUN2_Pass5456_US30_VAL","RUN2_Pass5456","RUN2","5456","US30","Indices","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\US30_D1StopLossSplit_RUN2_Pass5456_VAL_20120101_20180101.xml","reports\expanded_basket\US30_D1StopLossSplit_RUN2_Pass5456_VAL_20120101_20180101.xml.htm","False"
"164","0164_RUN2_Pass5456_US30_OOS","RUN2_Pass5456","RUN2","5456","US30","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\US30_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml","reports\expanded_basket\US30_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml.htm","False"
"165","0165_RUN2_Pass5456_US100_VAL","RUN2_Pass5456","RUN2","5456","US100","Indices","VAL","2014.09.15","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\US100_D1StopLossSplit_RUN2_Pass5456_VAL_20140915_20180101.xml","reports\expanded_basket\US100_D1StopLossSplit_RUN2_Pass5456_VAL_20140915_20180101.xml.htm","True"
"166","0166_RUN2_Pass5456_US100_OOS","RUN2_Pass5456","RUN2","5456","US100","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\US100_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml","reports\expanded_basket\US100_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml.htm","True"
"167","0167_RUN2_Pass5456_UK100_IS","RUN2_Pass5456","RUN2","5456","UK100","Indices","IS","2008.06.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\UK100_D1StopLossSplit_RUN2_Pass5456_IS_20080601_20120101.xml","reports\expanded_basket\UK100_D1StopLossSplit_RUN2_Pass5456_IS_20080601_20120101.xml.htm","False"
"168","0168_RUN2_Pass5456_UK100_VAL","RUN2_Pass5456","RUN2","5456","UK100","Indices","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\UK100_D1StopLossSplit_RUN2_Pass5456_VAL_20120101_20180101.xml","reports\expanded_basket\UK100_D1StopLossSplit_RUN2_Pass5456_VAL_20120101_20180101.xml.htm","False"
"169","0169_RUN2_Pass5456_UK100_OOS","RUN2_Pass5456","RUN2","5456","UK100","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\UK100_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml","reports\expanded_basket\UK100_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml.htm","False"
"170","0170_RUN2_Pass5456_USOIL_IS","RUN2_Pass5456","RUN2","5456","USOIL","Energy","IS","2005.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\USOIL_D1StopLossSplit_RUN2_Pass5456_IS_20050101_20120101.xml","reports\expanded_basket\USOIL_D1StopLossSplit_RUN2_Pass5456_IS_20050101_20120101.xml.htm","False"
"171","0171_RUN2_Pass5456_USOIL_VAL","RUN2_Pass5456","RUN2","5456","USOIL","Energy","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\USOIL_D1StopLossSplit_RUN2_Pass5456_VAL_20120101_20180101.xml","reports\expanded_basket\USOIL_D1StopLossSplit_RUN2_Pass5456_VAL_20120101_20180101.xml.htm","False"
"172","0172_RUN2_Pass5456_USOIL_OOS","RUN2_Pass5456","RUN2","5456","USOIL","Energy","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\USOIL_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml","reports\expanded_basket\USOIL_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml.htm","False"
"173","0173_RUN2_Pass5456_UKOIL_IS","RUN2_Pass5456","RUN2","5456","UKOIL","Energy","IS","2005.04.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN2_Pass5456_IS_20050401_20120101.xml","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN2_Pass5456_IS_20050401_20120101.xml.htm","False"
"174","0174_RUN2_Pass5456_UKOIL_VAL","RUN2_Pass5456","RUN2","5456","UKOIL","Energy","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN2_Pass5456_VAL_20120101_20180101.xml","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN2_Pass5456_VAL_20120101_20180101.xml.htm","False"
"175","0175_RUN2_Pass5456_UKOIL_OOS","RUN2_Pass5456","RUN2","5456","UKOIL","Energy","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass5456.set","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN2_Pass5456_OOS_20180101_20260531.xml.htm","False"
"176","0176_RUN2_Pass4233_EURUSD_IS","RUN2_Pass4233","RUN2","4233","EURUSD","FX","IS","2000.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass4233.set","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass4233_IS_20000101_20120101.xml","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass4233_IS_20000101_20120101.xml.htm","False"
"177","0177_RUN2_Pass4233_EURUSD_VAL","RUN2_Pass4233","RUN2","4233","EURUSD","FX","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass4233.set","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass4233_VAL_20120101_20180101.xml","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass4233_VAL_20120101_20180101.xml.htm","False"
"178","0178_RUN2_Pass4233_EURUSD_OOS","RUN2_Pass4233","RUN2","4233","EURUSD","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass4233.set","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass4233_OOS_20180101_20260531.xml","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN2_Pass4233_OOS_20180101_20260531.xml.htm","False"
"179","0179_RUN2_Pass4233_GBPUSD_IS","RUN2_Pass4233","RUN2","4233","GBPUSD","FX","IS","2000.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass4233.set","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass4233_IS_20000101_20120101.xml","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass4233_IS_20000101_20120101.xml.htm","False"
"180","0180_RUN2_Pass4233_GBPUSD_VAL","RUN2_Pass4233","RUN2","4233","GBPUSD","FX","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass4233.set","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass4233_VAL_20120101_20180101.xml","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass4233_VAL_20120101_20180101.xml.htm","False"
"181","0181_RUN2_Pass4233_GBPUSD_OOS","RUN2_Pass4233","RUN2","4233","GBPUSD","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass4233.set","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass4233_OOS_20180101_20260531.xml","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN2_Pass4233_OOS_20180101_20260531.xml.htm","False"
"182","0182_RUN2_Pass4233_USDJPY_IS","RUN2_Pass4233","RUN2","4233","USDJPY","FX","IS","2000.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass4233.set","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass4233_IS_20000101_20120101.xml","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass4233_IS_20000101_20120101.xml.htm","False"
"183","0183_RUN2_Pass4233_USDJPY_VAL","RUN2_Pass4233","RUN2","4233","USDJPY","FX","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass4233.set","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass4233_VAL_20120101_20180101.xml","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass4233_VAL_20120101_20180101.xml.htm","False"
"184","0184_RUN2_Pass4233_USDJPY_OOS","RUN2_Pass4233","RUN2","4233","USDJPY","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass4233.set","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass4233_OOS_20180101_20260531.xml","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN2_Pass4233_OOS_20180101_20260531.xml.htm","False"
"185","0185_RUN2_Pass4233_EURJPY_IS","RUN2_Pass4233","RUN2","4233","EURJPY","FX","IS","2000.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass4233.set","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass4233_IS_20000101_20120101.xml","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass4233_IS_20000101_20120101.xml.htm","False"
"186","0186_RUN2_Pass4233_EURJPY_VAL","RUN2_Pass4233","RUN2","4233","EURJPY","FX","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass4233.set","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass4233_VAL_20120101_20180101.xml","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass4233_VAL_20120101_20180101.xml.htm","False"
"187","0187_RUN2_Pass4233_EURJPY_OOS","RUN2_Pass4233","RUN2","4233","EURJPY","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass4233.set","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass4233_OOS_20180101_20260531.xml","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN2_Pass4233_OOS_20180101_20260531.xml.htm","False"
"188","0188_RUN2_Pass4233_XAUUSD_IS","RUN2_Pass4233","RUN2","4233","XAUUSD","Metals","IS","2006.04.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass4233.set","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass4233_IS_20060401_20120101.xml","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass4233_IS_20060401_20120101.xml.htm","False"
"189","0189_RUN2_Pass4233_XAUUSD_VAL","RUN2_Pass4233","RUN2","4233","XAUUSD","Metals","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass4233.set","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass4233_VAL_20120101_20180101.xml","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass4233_VAL_20120101_20180101.xml.htm","False"
"190","0190_RUN2_Pass4233_XAUUSD_OOS","RUN2_Pass4233","RUN2","4233","XAUUSD","Metals","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN2_Pass4233.set","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass4233_OOS_20180101_20260531.xml","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN2_Pass4233_OOS_20180101_20260531.xml.htm","False"
"191","0191_RUN2_Pass4233_XAGUSD_IS","RUN2_Pass4233","RUN2","4233","XAGUSD","Metals","IS","2006.04.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass4233.set","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN2_Pass4233_IS_20060401_20120101.xml","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN2_Pass4233_IS_20060401_20120101.xml.htm","False"
"192","0192_RUN2_Pass4233_XAGUSD_VAL","RUN2_Pass4233","RUN2","4233","XAGUSD","Metals","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN2_Pass4233.set","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN2_Pass4233_VAL_20120101_20180101.xml","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN2_Pass4233_VAL_20120101_20180101.xml.htm","False"
