"TestIndex","TestId","ManifoldId","Run","Pass","Symbol","MarketGroup","Segment","FromDate","ToDate","SetFile","Report","ExpectedReport","IsUS100"
"1479","1479_RUN1_Pass1919_USDJPY_OOS","RUN1_Pass1919","RUN1","1919","USDJPY","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN1_Pass1919_OOS_20180101_20260531.xml","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN1_Pass1919_OOS_20180101_20260531.xml.htm","False"
"1480","1480_RUN1_Pass1919_EURJPY_IS","RUN1_Pass1919","RUN1","1919","EURJPY","FX","IS","2000.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN1_Pass1919_IS_20000101_20120101.xml","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN1_Pass1919_IS_20000101_20120101.xml.htm","False"
"1481","1481_RUN1_Pass1919_EURJPY_VAL","RUN1_Pass1919","RUN1","1919","EURJPY","FX","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN1_Pass1919_VAL_20120101_20180101.xml","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN1_Pass1919_VAL_20120101_20180101.xml.htm","False"
"1482","1482_RUN1_Pass1919_EURJPY_OOS","RUN1_Pass1919","RUN1","1919","EURJPY","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN1_Pass1919_OOS_20180101_20260531.xml","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN1_Pass1919_OOS_20180101_20260531.xml.htm","False"
"1483","1483_RUN1_Pass1919_XAUUSD_IS","RUN1_Pass1919","RUN1","1919","XAUUSD","Metals","IS","2006.04.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN1_Pass1919_IS_20060401_20120101.xml","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN1_Pass1919_IS_20060401_20120101.xml.htm","False"
"1484","1484_RUN1_Pass1919_XAUUSD_VAL","RUN1_Pass1919","RUN1","1919","XAUUSD","Metals","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN1_Pass1919_VAL_20120101_20180101.xml","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN1_Pass1919_VAL_20120101_20180101.xml.htm","False"
"1485","1485_RUN1_Pass1919_XAUUSD_OOS","RUN1_Pass1919","RUN1","1919","XAUUSD","Metals","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN1_Pass1919_OOS_20180101_20260531.xml","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN1_Pass1919_OOS_20180101_20260531.xml.htm","False"
"1486","1486_RUN1_Pass1919_XAGUSD_IS","RUN1_Pass1919","RUN1","1919","XAGUSD","Metals","IS","2006.04.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN1_Pass1919_IS_20060401_20120101.xml","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN1_Pass1919_IS_20060401_20120101.xml.htm","False"
"1487","1487_RUN1_Pass1919_XAGUSD_VAL","RUN1_Pass1919","RUN1","1919","XAGUSD","Metals","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN1_Pass1919_VAL_20120101_20180101.xml","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN1_Pass1919_VAL_20120101_20180101.xml.htm","False"
"1488","1488_RUN1_Pass1919_XAGUSD_OOS","RUN1_Pass1919","RUN1","1919","XAGUSD","Metals","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN1_Pass1919_OOS_20180101_20260531.xml","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN1_Pass1919_OOS_20180101_20260531.xml.htm","False"
"1489","1489_RUN1_Pass1919_US500_IS","RUN1_Pass1919","RUN1","1919","US500","Indices","IS","2005.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\US500_D1StopLossSplit_RUN1_Pass1919_IS_20050101_20120101.xml","reports\expanded_basket\US500_D1StopLossSplit_RUN1_Pass1919_IS_20050101_20120101.xml.htm","False"
"1490","1490_RUN1_Pass1919_US500_VAL","RUN1_Pass1919","RUN1","1919","US500","Indices","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\US500_D1StopLossSplit_RUN1_Pass1919_VAL_20120101_20180101.xml","reports\expanded_basket\US500_D1StopLossSplit_RUN1_Pass1919_VAL_20120101_20180101.xml.htm","False"
"1491","1491_RUN1_Pass1919_US500_OOS","RUN1_Pass1919","RUN1","1919","US500","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\US500_D1StopLossSplit_RUN1_Pass1919_OOS_20180101_20260531.xml","reports\expanded_basket\US500_D1StopLossSplit_RUN1_Pass1919_OOS_20180101_20260531.xml.htm","False"
"1492","1492_RUN1_Pass1919_US30_IS","RUN1_Pass1919","RUN1","1919","US30","Indices","IS","2005.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\US30_D1StopLossSplit_RUN1_Pass1919_IS_20050101_20120101.xml","reports\expanded_basket\US30_D1StopLossSplit_RUN1_Pass1919_IS_20050101_20120101.xml.htm","False"
"1493","1493_RUN1_Pass1919_US30_VAL","RUN1_Pass1919","RUN1","1919","US30","Indices","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\US30_D1StopLossSplit_RUN1_Pass1919_VAL_20120101_20180101.xml","reports\expanded_basket\US30_D1StopLossSplit_RUN1_Pass1919_VAL_20120101_20180101.xml.htm","False"
"1494","1494_RUN1_Pass1919_US30_OOS","RUN1_Pass1919","RUN1","1919","US30","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\US30_D1StopLossSplit_RUN1_Pass1919_OOS_20180101_20260531.xml","reports\expanded_basket\US30_D1StopLossSplit_RUN1_Pass1919_OOS_20180101_20260531.xml.htm","False"
"1495","1495_RUN1_Pass1919_US100_VAL","RUN1_Pass1919","RUN1","1919","US100","Indices","VAL","2014.09.15","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\US100_D1StopLossSplit_RUN1_Pass1919_VAL_20140915_20180101.xml","reports\expanded_basket\US100_D1StopLossSplit_RUN1_Pass1919_VAL_20140915_20180101.xml.htm","True"
"1496","1496_RUN1_Pass1919_US100_OOS","RUN1_Pass1919","RUN1","1919","US100","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\US100_D1StopLossSplit_RUN1_Pass1919_OOS_20180101_20260531.xml","reports\expanded_basket\US100_D1StopLossSplit_RUN1_Pass1919_OOS_20180101_20260531.xml.htm","True"
"1497","1497_RUN1_Pass1919_UK100_IS","RUN1_Pass1919","RUN1","1919","UK100","Indices","IS","2008.06.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\UK100_D1StopLossSplit_RUN1_Pass1919_IS_20080601_20120101.xml","reports\expanded_basket\UK100_D1StopLossSplit_RUN1_Pass1919_IS_20080601_20120101.xml.htm","False"
"1498","1498_RUN1_Pass1919_UK100_VAL","RUN1_Pass1919","RUN1","1919","UK100","Indices","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\UK100_D1StopLossSplit_RUN1_Pass1919_VAL_20120101_20180101.xml","reports\expanded_basket\UK100_D1StopLossSplit_RUN1_Pass1919_VAL_20120101_20180101.xml.htm","False"
"1499","1499_RUN1_Pass1919_UK100_OOS","RUN1_Pass1919","RUN1","1919","UK100","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\UK100_D1StopLossSplit_RUN1_Pass1919_OOS_20180101_20260531.xml","reports\expanded_basket\UK100_D1StopLossSplit_RUN1_Pass1919_OOS_20180101_20260531.xml.htm","False"
"1500","1500_RUN1_Pass1919_USOIL_IS","RUN1_Pass1919","RUN1","1919","USOIL","Energy","IS","2005.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\USOIL_D1StopLossSplit_RUN1_Pass1919_IS_20050101_20120101.xml","reports\expanded_basket\USOIL_D1StopLossSplit_RUN1_Pass1919_IS_20050101_20120101.xml.htm","False"
"1501","1501_RUN1_Pass1919_USOIL_VAL","RUN1_Pass1919","RUN1","1919","USOIL","Energy","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\USOIL_D1StopLossSplit_RUN1_Pass1919_VAL_20120101_20180101.xml","reports\expanded_basket\USOIL_D1StopLossSplit_RUN1_Pass1919_VAL_20120101_20180101.xml.htm","False"
"1502","1502_RUN1_Pass1919_USOIL_OOS","RUN1_Pass1919","RUN1","1919","USOIL","Energy","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\USOIL_D1StopLossSplit_RUN1_Pass1919_OOS_20180101_20260531.xml","reports\expanded_basket\USOIL_D1StopLossSplit_RUN1_Pass1919_OOS_20180101_20260531.xml.htm","False"
"1503","1503_RUN1_Pass1919_UKOIL_IS","RUN1_Pass1919","RUN1","1919","UKOIL","Energy","IS","2005.04.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN1_Pass1919_IS_20050401_20120101.xml","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN1_Pass1919_IS_20050401_20120101.xml.htm","False"
"1504","1504_RUN1_Pass1919_UKOIL_VAL","RUN1_Pass1919","RUN1","1919","UKOIL","Energy","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN1_Pass1919_VAL_20120101_20180101.xml","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN1_Pass1919_VAL_20120101_20180101.xml.htm","False"
"1505","1505_RUN1_Pass1919_UKOIL_OOS","RUN1_Pass1919","RUN1","1919","UKOIL","Energy","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN1_Pass1919.set","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN1_Pass1919_OOS_20180101_20260531.xml","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN1_Pass1919_OOS_20180101_20260531.xml.htm","False"
"1506","1506_RUN3_Pass2264_EURUSD_IS","RUN3_Pass2264","RUN3","2264","EURUSD","FX","IS","2000.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN3_Pass2264_IS_20000101_20120101.xml","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN3_Pass2264_IS_20000101_20120101.xml.htm","False"
"1507","1507_RUN3_Pass2264_EURUSD_VAL","RUN3_Pass2264","RUN3","2264","EURUSD","FX","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN3_Pass2264_VAL_20120101_20180101.xml","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN3_Pass2264_VAL_20120101_20180101.xml.htm","False"
"1508","1508_RUN3_Pass2264_EURUSD_OOS","RUN3_Pass2264","RUN3","2264","EURUSD","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml.htm","False"
"1509","1509_RUN3_Pass2264_GBPUSD_IS","RUN3_Pass2264","RUN3","2264","GBPUSD","FX","IS","2000.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN3_Pass2264_IS_20000101_20120101.xml","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN3_Pass2264_IS_20000101_20120101.xml.htm","False"
"1510","1510_RUN3_Pass2264_GBPUSD_VAL","RUN3_Pass2264","RUN3","2264","GBPUSD","FX","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN3_Pass2264_VAL_20120101_20180101.xml","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN3_Pass2264_VAL_20120101_20180101.xml.htm","False"
"1511","1511_RUN3_Pass2264_GBPUSD_OOS","RUN3_Pass2264","RUN3","2264","GBPUSD","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml","reports\expanded_basket\GBPUSD_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml.htm","False"
"1512","1512_RUN3_Pass2264_USDJPY_IS","RUN3_Pass2264","RUN3","2264","USDJPY","FX","IS","2000.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN3_Pass2264_IS_20000101_20120101.xml","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN3_Pass2264_IS_20000101_20120101.xml.htm","False"
"1513","1513_RUN3_Pass2264_USDJPY_VAL","RUN3_Pass2264","RUN3","2264","USDJPY","FX","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN3_Pass2264_VAL_20120101_20180101.xml","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN3_Pass2264_VAL_20120101_20180101.xml.htm","False"
"1514","1514_RUN3_Pass2264_USDJPY_OOS","RUN3_Pass2264","RUN3","2264","USDJPY","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml","reports\expanded_basket\USDJPY_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml.htm","False"
"1515","1515_RUN3_Pass2264_EURJPY_IS","RUN3_Pass2264","RUN3","2264","EURJPY","FX","IS","2000.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN3_Pass2264_IS_20000101_20120101.xml","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN3_Pass2264_IS_20000101_20120101.xml.htm","False"
"1516","1516_RUN3_Pass2264_EURJPY_VAL","RUN3_Pass2264","RUN3","2264","EURJPY","FX","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN3_Pass2264_VAL_20120101_20180101.xml","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN3_Pass2264_VAL_20120101_20180101.xml.htm","False"
"1517","1517_RUN3_Pass2264_EURJPY_OOS","RUN3_Pass2264","RUN3","2264","EURJPY","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml","reports\expanded_basket\EURJPY_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml.htm","False"
"1518","1518_RUN3_Pass2264_XAUUSD_IS","RUN3_Pass2264","RUN3","2264","XAUUSD","Metals","IS","2006.04.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN3_Pass2264_IS_20060401_20120101.xml","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN3_Pass2264_IS_20060401_20120101.xml.htm","False"
"1519","1519_RUN3_Pass2264_XAUUSD_VAL","RUN3_Pass2264","RUN3","2264","XAUUSD","Metals","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN3_Pass2264_VAL_20120101_20180101.xml","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN3_Pass2264_VAL_20120101_20180101.xml.htm","False"
"1520","1520_RUN3_Pass2264_XAUUSD_OOS","RUN3_Pass2264","RUN3","2264","XAUUSD","Metals","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml","reports\expanded_basket\XAUUSD_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml.htm","False"
"1521","1521_RUN3_Pass2264_XAGUSD_IS","RUN3_Pass2264","RUN3","2264","XAGUSD","Metals","IS","2006.04.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN3_Pass2264_IS_20060401_20120101.xml","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN3_Pass2264_IS_20060401_20120101.xml.htm","False"
"1522","1522_RUN3_Pass2264_XAGUSD_VAL","RUN3_Pass2264","RUN3","2264","XAGUSD","Metals","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN3_Pass2264_VAL_20120101_20180101.xml","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN3_Pass2264_VAL_20120101_20180101.xml.htm","False"
"1523","1523_RUN3_Pass2264_XAGUSD_OOS","RUN3_Pass2264","RUN3","2264","XAGUSD","Metals","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml","reports\expanded_basket\XAGUSD_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml.htm","False"
"1524","1524_RUN3_Pass2264_US500_IS","RUN3_Pass2264","RUN3","2264","US500","Indices","IS","2005.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\US500_D1StopLossSplit_RUN3_Pass2264_IS_20050101_20120101.xml","reports\expanded_basket\US500_D1StopLossSplit_RUN3_Pass2264_IS_20050101_20120101.xml.htm","False"
"1525","1525_RUN3_Pass2264_US500_VAL","RUN3_Pass2264","RUN3","2264","US500","Indices","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\US500_D1StopLossSplit_RUN3_Pass2264_VAL_20120101_20180101.xml","reports\expanded_basket\US500_D1StopLossSplit_RUN3_Pass2264_VAL_20120101_20180101.xml.htm","False"
"1526","1526_RUN3_Pass2264_US500_OOS","RUN3_Pass2264","RUN3","2264","US500","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\US500_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml","reports\expanded_basket\US500_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml.htm","False"
"1527","1527_RUN3_Pass2264_US30_IS","RUN3_Pass2264","RUN3","2264","US30","Indices","IS","2005.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\US30_D1StopLossSplit_RUN3_Pass2264_IS_20050101_20120101.xml","reports\expanded_basket\US30_D1StopLossSplit_RUN3_Pass2264_IS_20050101_20120101.xml.htm","False"
"1528","1528_RUN3_Pass2264_US30_VAL","RUN3_Pass2264","RUN3","2264","US30","Indices","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\US30_D1StopLossSplit_RUN3_Pass2264_VAL_20120101_20180101.xml","reports\expanded_basket\US30_D1StopLossSplit_RUN3_Pass2264_VAL_20120101_20180101.xml.htm","False"
"1529","1529_RUN3_Pass2264_US30_OOS","RUN3_Pass2264","RUN3","2264","US30","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\US30_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml","reports\expanded_basket\US30_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml.htm","False"
"1530","1530_RUN3_Pass2264_US100_VAL","RUN3_Pass2264","RUN3","2264","US100","Indices","VAL","2014.09.15","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\US100_D1StopLossSplit_RUN3_Pass2264_VAL_20140915_20180101.xml","reports\expanded_basket\US100_D1StopLossSplit_RUN3_Pass2264_VAL_20140915_20180101.xml.htm","True"
"1531","1531_RUN3_Pass2264_US100_OOS","RUN3_Pass2264","RUN3","2264","US100","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\US100_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml","reports\expanded_basket\US100_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml.htm","True"
"1532","1532_RUN3_Pass2264_UK100_IS","RUN3_Pass2264","RUN3","2264","UK100","Indices","IS","2008.06.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\UK100_D1StopLossSplit_RUN3_Pass2264_IS_20080601_20120101.xml","reports\expanded_basket\UK100_D1StopLossSplit_RUN3_Pass2264_IS_20080601_20120101.xml.htm","False"
"1533","1533_RUN3_Pass2264_UK100_VAL","RUN3_Pass2264","RUN3","2264","UK100","Indices","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\UK100_D1StopLossSplit_RUN3_Pass2264_VAL_20120101_20180101.xml","reports\expanded_basket\UK100_D1StopLossSplit_RUN3_Pass2264_VAL_20120101_20180101.xml.htm","False"
"1534","1534_RUN3_Pass2264_UK100_OOS","RUN3_Pass2264","RUN3","2264","UK100","Indices","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\UK100_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml","reports\expanded_basket\UK100_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml.htm","False"
"1535","1535_RUN3_Pass2264_USOIL_IS","RUN3_Pass2264","RUN3","2264","USOIL","Energy","IS","2005.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\USOIL_D1StopLossSplit_RUN3_Pass2264_IS_20050101_20120101.xml","reports\expanded_basket\USOIL_D1StopLossSplit_RUN3_Pass2264_IS_20050101_20120101.xml.htm","False"
"1536","1536_RUN3_Pass2264_USOIL_VAL","RUN3_Pass2264","RUN3","2264","USOIL","Energy","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\USOIL_D1StopLossSplit_RUN3_Pass2264_VAL_20120101_20180101.xml","reports\expanded_basket\USOIL_D1StopLossSplit_RUN3_Pass2264_VAL_20120101_20180101.xml.htm","False"
"1537","1537_RUN3_Pass2264_USOIL_OOS","RUN3_Pass2264","RUN3","2264","USOIL","Energy","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\USOIL_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml","reports\expanded_basket\USOIL_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml.htm","False"
"1538","1538_RUN3_Pass2264_UKOIL_IS","RUN3_Pass2264","RUN3","2264","UKOIL","Energy","IS","2005.04.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN3_Pass2264_IS_20050401_20120101.xml","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN3_Pass2264_IS_20050401_20120101.xml.htm","False"
"1539","1539_RUN3_Pass2264_UKOIL_VAL","RUN3_Pass2264","RUN3","2264","UKOIL","Energy","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN3_Pass2264_VAL_20120101_20180101.xml","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN3_Pass2264_VAL_20120101_20180101.xml.htm","False"
"1540","1540_RUN3_Pass2264_UKOIL_OOS","RUN3_Pass2264","RUN3","2264","UKOIL","Energy","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN3_Pass2264.set","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml","reports\expanded_basket\UKOIL_D1StopLossSplit_RUN3_Pass2264_OOS_20180101_20260531.xml.htm","False"
"1541","1541_RUN3_Pass2081_EURUSD_IS","RUN3_Pass2081","RUN3","2081","EURUSD","FX","IS","2000.01.01","2012.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2081.set","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN3_Pass2081_IS_20000101_20120101.xml","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN3_Pass2081_IS_20000101_20120101.xml.htm","False"
"1542","1542_RUN3_Pass2081_EURUSD_VAL","RUN3_Pass2081","RUN3","2081","EURUSD","FX","VAL","2012.01.01","2018.01.01","ImpulseContinuation_ExpandedBasket_RUN3_Pass2081.set","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN3_Pass2081_VAL_20120101_20180101.xml","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN3_Pass2081_VAL_20120101_20180101.xml.htm","False"
"1543","1543_RUN3_Pass2081_EURUSD_OOS","RUN3_Pass2081","RUN3","2081","EURUSD","FX","OOS","2018.01.01","2026.05.31","ImpulseContinuation_ExpandedBasket_RUN3_Pass2081.set","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN3_Pass2081_OOS_20180101_20260531.xml","reports\expanded_basket\EURUSD_D1StopLossSplit_RUN3_Pass2081_OOS_20180101_20260531.xml.htm","False"
